"['dance pop', 'pop', 'post-teen pop']",5beppIRlcCHuVhYIXiTGoN,Fingerprints,0.00225,0.0,0.571,-2.927,0.897,0.169,0.544,149.96,0.0614,1,224840,4,2
"['chanson', 'french pop']",5FnrMAq5ic27EDiLzoSnAv,Elie,0.847,0.0,0.114,-13.698,0.107,0.129,0.418,84.995,0.0323,0,272413,4,10
"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']",3fbJSb6YfyFDQXLDWInZUp,Imagine A Man,0.487,0.00262,0.273,-11.26,0.356,0.0955,0.344,149.475,0.0319,1,240840,4,4
"['classical', 'late romantic era']",00YlXnssK8yj7ni2iyzNrT,"Symphony No. 7 in E Major, WAB 107 (1885 Version, Ed. A. Gutmann): III. Scherzo. Sehr schnell",0.938,0.877,0.058,-16.777,0.141,0.118,0.17,178.038,0.0403,1,707236,3,5
"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",34RqL6fC0qEocMS6jhGfr5,Love Gun,0.0267,0.0144,0.682,-5.677,0.885,0.282,0.409,147.199,0.0368,0,196593,4,3
"['broadway', 'show tunes']",4OKxsbGhxDz9xB3UCQQ3ws,"The Hallo Song (Bertie, Budge & Gussie) - The American Premier Recording",0.84,0.0,0.801,-15.608,0.26,0.0761,0.594,141.705,0.328,1,183693,4,7
['canzone napoletana'],5y5Dw77sAeUg2n0eZsn4JI,"Nabucco: Donna, Chi Sei?/ Oh Di Qual Onta Aggravesi/ Deh Perdona",0.994,0.000114,0.119,-23.733,0.108,0.372,0.306,82.297,0.0577,1,631884,3,1
"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock']",055Z6ynB27rHW8IO9GUeD4,Time And Motion,0.00021,0.0519,0.636,-7.343,0.792,0.109,0.539,136.083,0.031,0,301347,3,9
"['aggrotech', 'dark wave', 'ebm', 'electro-industrial', 'industrial metal', 'neue deutsche harte']",0w2ftXzfwNeKh9ru4KJsXb,Schiz(o)topia,0.00105,0.0,0.569,-4.845,0.966,0.907,0.333,100.06,0.162,1,355053,4,0
"['boogaloo', 'latin', 'latin jazz', 'mambo', 'salsa', 'tropical']",1gHqYatuFBFStJKYjL3stT,Perfume de Rosa,0.749,5.67e-05,0.956,-6.505,0.722,0.11,0.733,112.226,0.0677,1,193907,4,5
"['alternative rock', 'indie pop', 'modern rock', 'power pop']",7EiAioQCxx7INpfo8WSwh2,Animal,0.0242,1.84e-06,0.421,-9.024,0.76,0.139,0.387,117.987,0.193,1,397733,4,11
"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'hollywood', 'mellow gold', 'new wave pop', 'soft rock']",6c08mECPNMlYeapKGtQzdx,Grace And Gratitude,0.936,0.000248,0.225,-9.823,0.314,0.19,0.223,91.031,0.0288,1,203320,3,5
"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",7v9V57rlMIGayi0jS7OXZg,What If - Mig & Rizzo Pop Mix,0.293,0.0,0.921,-4.332,0.777,0.0504,0.727,99.961,0.0489,1,187867,4,1
"[""children's music"", 'kindie rock']",34hZQRFnjIuQi0Cr5ma7fp,Mad Hatter's Tea Party,0.13,0.0,0.527,-5.19,0.812,0.287,0.677,114.026,0.066,0,113676,4,6
"['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']",255KVRmSi7afhJ1IYUB2df,Eclipse - Chocolate Puma Remix Edit,0.000942,0.877,0.46,-5.987,0.726,0.0663,0.871,124.994,0.052,1,261439,4,0
"['classic soundtrack', 'italian soundtrack', 'soundtrack', 'vintage italian soundtrack']",0ZmqcGxnL46tYZPJiCVkBH,"Love Theme (From ""Cinema paradiso"") - Version 2",0.972,0.899,0.0701,-13.371,0.273,0.0862,0.184,110.055,0.0364,1,168867,5,10
"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",0ldLbj2pWI22QrkOOVHjWE,Live Life - UK Album Edit,0.0179,0.0,0.896,-10.805,0.776,0.205,0.564,137.47,0.0428,1,290867,4,11
"['ambient', 'art rock', 'compositional ambient', 'drone', 'fourth world', 'glam rock', 'minimal']",09efiqoUP7d42iLcilgX8J,Fickle Sun (iii) I'm Set Free,0.785,0.00749,0.16,-10.313,0.352,0.111,0.24,149.677,0.029,1,318120,4,9
"['latin', 'latin arena pop', 'latin pop', 'spanish pop']",19RYeRTqoqLjKP0ABgFO4G,Está permitido,0.07,0.0,0.76,-5.651,0.807,0.134,0.707,128.934,0.0391,1,224693,4,10
"['modern reggae', 'reggae', 'reggae fusion', 'roots reggae']",2N5anLxSrHYZ3mydXNBIq1,Champagne Dreams,0.0579,1.21e-05,0.73,-5.838,0.688,0.185,0.741,119.973,0.18,0,304853,4,9
"['eurodance', 'europop', 'finnish edm']",4d2Xye1QvKEPgZNzDXEdAx,I Ran (So Far Away) (Randy Boyer Remix),0.000133,0.693,0.631,-7.606,0.91,0.367,0.635,133.993,0.061,1,453520,4,2
"['country', 'country rock', 'nashville sound', 'outlaw country', 'texas country', 'traditional country']",0s3wzArymxtPaFQpq3FUnw,Off Your Mind,0.237,0.007,0.862,-5.072,0.85,0.248,0.625,156.111,0.033,1,277200,4,9
"['chamber pop', 'folk-pop', 'pop', 'rawstyle', 'uk alternative pop']",1NcMinYiypDDEttSawBHvW,Shake It Out - Live At Effenaar,0.186,2.89e-05,0.173,-14.03,0.503,0.243,0.416,107.692,0.0515,1,323373,4,5
"['dance pop', 'edm', 'tropical house']",3jO3BxUGmbGTN7HQ5khI0D,Downfall - DJ Antoine & Mad Mark 2k19 Mix,0.132,0.00202,0.444,-4.686,0.899,0.168,0.767,119.993,0.0393,1,326300,4,2
"['21st century classical', 'american 21st century classical', 'compositional ambient']",4dRTR4KQzXtBeGAxhf9kBb,It's Delightful,0.968,0.643,0.039,-21.223,0.117,0.115,0.229,84.093,0.0378,1,146777,4,2
"['healing', 'new age']",1GBx4YzxNjSbpO2Ubi1glM,Silk Road - Live,0.835,0.799,0.047,-8.667,0.327,0.11,0.211,110.566,0.0359,0,453160,4,4
"['bossa nova', 'mpb', 'samba']",1u5VRh573SKSZMDv8Fun3S,Medley Romantico: Minha Namorada / Eu Sei Que Vou Te Amar / A Volta / Primavera,0.874,0.0,0.358,-8.072,0.402,0.6,0.353,93.206,0.0296,1,335373,4,3
"['dembow', 'dominican pop', 'rap dominicano']",3nLzW3LovhTaUV1yGcgeYb,Hay Que Bañarse,0.324,0.0,0.801,-8.846,0.704,0.163,0.608,126.518,0.37,1,212167,4,1
"['classical', 'classical performance', 'orchestra']",5FPgRtyZOGTtpKW6LPf2BC,"Orphée aux enfers, IJO 60: Overture",0.816,0.902,0.159,-16.214,0.21,0.259,0.272,108.739,0.0436,1,583853,3,2
"['21st century classical', 'american 21st century classical', 'compositional ambient']",1chYuafuTmrX1Lfv5SxOc5,Mistress,0.908,0.9,0.0334,-22.625,0.121,0.244,0.209,124.216,0.0396,1,247405,3,2
['canadian folk'],3szRAuKtrMwEHe0JzRp1t8,Friends,0.0643,0.1,0.513,-6.897,0.602,0.33,0.415,134.793,0.0291,1,298577,4,9
['sertanejo universitario'],5FjtQNbMssGw4p8jxiPgqx,Coração Não Mente,0.639,0.0,0.789,-5.381,0.854,0.879,0.718,141.918,0.0388,0,187213,4,6
"['adult standards', 'christmas', 'jazz blues', 'soul', 'soul blues', 'vocal jazz']",2fSP4O5GVLXy8qjsWbKZS4,Next Door To The Blues,0.414,5.15e-05,0.905,-8.942,0.691,0.179,0.662,134.818,0.0342,1,166707,4,0
"['german dance', 'german techno', 'progressive trance', 'trance', 'uplifting trance']",3KaawGg7ufk7zNG4kgDaPH,"If It's Love - Jeziel Quintela, Jquintel & Manufactured Superstars Remix",0.00375,0.0321,0.634,-7.74,0.666,0.504,0.469,127.997,0.0749,0,486773,4,1
"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",6bgSVLHUNvSvWjk4RhooFy,7th Last Month,3.21e-05,0.873,0.206,-14.481,0.861,0.128,0.268,91.401,0.0639,1,187973,4,0
"['brostep', 'canadian electronic', 'chillstep', 'complextro', 'edm', 'electro house', 'electronic trap', 'filthstep', 'pop edm']",1zIeHUjMFviQ4tbe9SOdMZ,Save Me (feat. Adara),0.01,0.0489,0.49,-2.448,0.801,0.0969,0.669,139.966,0.0397,1,171421,4,8
"['mellow gold', 'soft rock']",5ZkTIGoH780Y9AWNsHfKhg,We're Sons of Our Fathers - 2015 Remaster,0.431,0.0349,0.528,-12.056,0.424,0.075,0.625,87.042,0.0293,1,384600,4,7
['pop'],6MOgLONArnHVshNob99bif,Stutter,0.0174,0.0,0.813,-2.77,0.883,0.111,0.711,119.983,0.0334,0,196920,4,1
"['turkish jazz', 'turkish pop', 'turkish singer-songwriter']",0J0uktO3YMjyv8ADtii3PW,Kime Diyorum - Pop Remix,0.619,0.0,0.859,-7.812,0.63,0.194,0.835,129.992,0.0489,0,205028,4,9
"['orchestra', 'radio symphony']",6DRDTJRup2h5YsJFlwHM8H,"Falstaff, Op. 68 (Highlights): Dream Interlude",0.928,7.24e-05,0.102,-39.019,0.00563,0.0389,0.127,87.799,0.0438,0,134680,3,9
"[""children's music""]",5p8gNw21mKQCR92QeqXCBT,All I Want For Christmas (Is My Two Front Teeth),0.822,0.0,0.771,-10.605,0.309,0.145,0.806,136.754,0.0647,0,102747,4,9
"['axe', 'mpb', 'pagode', 'sertanejo']",6o9bXCXDdkYO04FOQx52js,Meu Universo e Você,0.67,0.0,0.771,-10.709,0.494,0.287,0.539,140.696,0.0343,1,258560,4,0
"['black metal', 'death metal', 'groove metal', 'metal', 'polish black metal', 'polish death metal', 'polish metal', 'symphonic black metal']",6WQWHmSS4x9Ji7zCOaexP8,As Above So Below,5.28e-05,0.306,0.232,-3.771,0.962,0.311,0.333,108.33,0.144,1,292307,4,6
"['dance pop', 'pop']",1GERVZcph8qx09OR7Wo1UV,It Don't Mean A Thing (If It Ain't Got That Swing),0.816,0.0174,0.875,-6.014,0.779,0.564,0.544,117.193,0.0619,0,142132,4,5
"['french hip hop', 'trap francais']",4HqN0EApWLQGCWO8ufBKet,Pran pié,0.0911,8.9e-06,0.344,-6.236,0.562,0.0829,0.944,107.025,0.248,0,194612,4,9
"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",3I5RjWWVgEQj6VODnY550L,Watch What You Say To Me (feat. Jay-Z),0.0314,0.0,0.609,-4.487,0.779,0.132,0.65,149.974,0.273,0,285653,4,9
"['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",5Uj2at1EGAaWCrLyEUuXBp,Still Brazy,0.0478,0.0,0.232,-6.942,0.478,0.161,0.962,105.939,0.075,1,202520,4,1
"['canzone napoletana', 'classical tenor', 'opera', 'operatic pop']",3KJKtspTO14nPwTHXsKrCP,"Martha / Act 3: ""M'appari""",0.983,0.000125,0.102,-13.401,0.209,0.085,0.23,94.008,0.0377,1,208903,4,5
"['corrido', 'regional mexican pop']",4PgmCwgOXGcSHnxkUm413p,Tome para Olvidarte - En Vivo,0.437,0.0,0.963,-5.51,0.668,0.0744,0.604,162.755,0.104,1,161071,3,11
"['classic malaysian pop', 'malaysian indie', 'malaysian pop', 'rock kapak']",2pBMimSRjhZLlU1BqEYDZp,Ina,0.334,4.94e-05,0.511,-9.066,0.644,0.155,0.369,141.53,0.0377,0,254987,4,2
"['corrido', 'regional mexican pop']",6QRmpYyYxPUJVa9kh0Dc0Y,Mi Princesa - En Vivo,0.517,0.0,0.949,-6.783,0.624,0.118,0.619,154.013,0.0553,1,224183,3,2
"['dancehall', 'reggae fusion']",0x9Pj4nTIogxoMz0yD8PNf,Dancehall Hero Remix,0.43,0.0,0.58,-1.912,0.914,0.507,0.729,111.755,0.23,0,194547,4,6
"['conscious hip hop', 'dancehall', 'reggae fusion', 'soca']",3Wds2Dy0nnRkqyzTdwPjL1,True Colors,0.0233,0.0,0.594,-3.932,0.779,0.128,0.699,87.042,0.0371,0,242187,4,6
['french reggae'],5vMLyii57kfuD9qkh1bYSz,They Want (Instrumental Version),0.0207,0.803,0.454,-6.905,0.68,0.425,0.738,95.031,0.0475,0,190267,4,9
"['dub', 'lovers rock', 'reggae', 'reggae fusion', 'roots reggae']",3kaor0bMyVKbg8QMDhz5ph,Too Experienced,0.602,1.98e-05,0.71,-6.917,0.535,0.0879,0.723,175.99,0.221,0,199173,4,6
"['alternative metal', 'crossover thrash', 'funk metal', 'funk rock', 'groove metal', 'hard rock', 'hardcore punk', 'metal', 'nu metal', 'old school thrash', 'punk', 'rap rock', 'speed metal', 'thrash metal']",2vaSbq6vxyBEcDfjI7kAjP,I Shot The Devil,0.000555,0.000115,0.433,-8.394,0.941,0.0557,0.392,102.73,0.0835,1,110267,4,9
"['scorecore', 'soundtrack']",1Vf0RUPicGzlLgSbYgZJxU,"""We're Cristeros Now""",0.683,0.829,0.0382,-22.563,0.13,0.088,0.105,80.021,0.0429,1,203360,4,2
['velha guarda'],5y8b3YarRqjOjSEouMF8rf,Malandrinha - 1998 Remaster,0.887,0.0,0.227,-8.663,0.374,0.14,0.51,168.031,0.0395,0,199173,4,0
"['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",7v27WiEpo3B9jXItsZmoJW,Good Times Interlude,0.873,0.0,0.693,-20.521,0.361,0.633,0.751,109.15,0.903,0,38720,5,11
"['christmas', 'jazz blues', 'soul', 'soul jazz', 'vocal jazz']",7MRYaV0BseeVcQPJQ9FGsu,The Look of Love - (Madison Park vs. Lenny B. Remix),0.535,0.566,0.719,-9.754,0.779,0.0699,0.723,122.008,0.035,0,223573,4,7
"['brutal death metal', 'death metal', 'deathgrind', 'goregrind', 'groove metal', 'metal', 'technical death metal']",2gzNP5Ci482Sa604Vime0H,Marital Decimation,0.000195,0.284,0.419,-5.638,0.959,0.684,0.304,103.926,0.135,0,254773,4,1
['radio symphony'],224gedW9kbO5rHDPQ14H6Y,"Chôros No. 5, W 207",0.995,0.841,0.09,-26.202,0.0245,0.082,0.27,81.253,0.0369,0,267408,3,4
"['disco', 'funk', 'jazz funk', 'motown', 'quiet storm']",3Mtgu7LRkwg2Iqz2H3plIZ,The Promise,0.288,0.853,0.964,-11.997,0.649,0.0751,0.698,171.872,0.0651,1,27400,4,7
"['healing', 'new age']",5bqY7ellqtoFl0Q31NDYV1,Self Hypnosis,0.827,0.884,0.0722,-29.18,0.089,0.106,0.229,90.688,0.0657,0,256547,4,4
"['axe', 'pagode', 'sertanejo', 'sertanejo universitario']",5oydIuWtsQp3ziGCVwlyfK,É Tarde Demais - Ao Vivo,0.64,0.000211,0.411,-7.719,0.595,0.791,0.621,141.991,0.0314,0,214250,4,1
['german hip hop'],5AhY92Ijn81zZN9PvncFRW,Hahnenkampf,0.0143,0.0,0.541,-5.952,0.725,0.224,0.452,89.97,0.4,0,233200,4,4
"['aggrotech', 'dark wave', 'ebm', 'electro-industrial', 'industrial metal', 'neue deutsche harte']",7A87TM8oqVIGYmhOe6pB17,Save Me - Captive of Society Remix,0.000219,0.301,0.317,-6.169,0.938,0.169,0.522,176.063,0.0556,1,331067,4,1
"['acoustic pop', 'alternative roots rock', 'folk-pop', 'indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",0oE8uXNrrGeSuiWrvNA0xk,Show Me The Light,0.306,0.000122,0.229,-12.518,0.227,0.0963,0.72,125.897,0.0319,1,251559,4,1
"['alternative country', 'alternative pop', 'alternative rock', 'jangle pop', 'laboratorio', 'pop rock', 'power pop', 'roots rock', 'underground power pop']",26XkeGZ9LKWkk64BYYK2zw,Where You Get Love - Edit,0.00224,5.23e-05,0.768,-5.973,0.903,0.172,0.506,108.163,0.0397,1,209933,4,9
"['australian alternative rock', 'australian rock', 'power pop']",4sAKOB8sf1oqdwUaujpfr0,Party Machine,0.00431,0.021,0.676,-10.069,0.929,0.262,0.287,136.326,0.0489,1,309893,4,9
"['hip pop', 'new jack swing', 'r&b', 'urban contemporary']",4UZgqlWuUyv9TJj6b8LhBJ,Why Can't We,0.269,0.0,0.701,-5.198,0.612,0.104,0.707,107.98,0.0301,0,497907,4,5
['french reggae'],1hGjDGjIgRR8PXajquVpC1,Highest (feat. Luciano & Solo Banton),0.16,0.0,0.534,-6.529,0.716,0.424,0.744,94.804,0.267,0,218560,4,9
"['bow pop', 'compositional ambient', 'french soundtrack']",5gkXhMa7H8qkA4uftGD6Fg,Letters,0.898,0.967,0.0553,-13.297,0.136,0.083,0.387,90.006,0.0325,0,81307,4,1
"['classic soundtrack', 'italian soundtrack', 'soundtrack', 'vintage italian soundtrack']",79kwSvVYyTMDMitDnCpZ2u,"Amorosamente scherzoso (From ""The Lady Banker"")",0.985,0.96,0.123,-18.256,0.153,0.206,0.207,76.118,0.0563,0,160653,3,4
"['classical', 'classical performance', 'orchestra']",2fZ2f26cfM8knxRwmdrVjG,Gaîté Parisienne: Cancan,0.279,0.572,0.393,-14.641,0.666,0.101,0.415,85.046,0.137,1,261013,4,2
"[""children's folk"", 'kindie rock']",0SMQ0yh5D6IWhFYKFuIPqN,Buffalo Shuffle,0.705,1.18e-05,0.6,-7.609,0.508,0.176,0.744,141.068,0.0463,0,212539,4,0
"['downtempo', 'electronic', 'indietronica', 'microhouse']",7BcJZjl2ZC9rEZZTSNkJnb,Swim,0.164,0.888,0.281,-13.351,0.571,0.0988,0.733,119.992,0.0638,0,781653,4,9
"['bossa nova', 'mpb', 'samba']",0x1TOE2ki6L5ANjmkQF07d,Bangalô,0.86,0.0177,0.115,-11.748,0.299,0.105,0.524,71.334,0.0335,1,297773,4,4
"['album rock', 'blues-rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock', 'southern rock']",3NSiKGjbAwOHZVBCoska1E,Good Friends and a Bottle of Wine,0.377,0.8,0.665,-11.503,0.908,0.127,0.629,121.96,0.0409,1,241347,4,2
"['deep german hip hop', 'german cloud rap', 'german hip hop']",673PQMg73lGQ0cjxqVwnIF,Feuer & Wind feat. Manuellsen,0.0188,0.0,0.453,-7.702,0.743,0.142,0.642,82.033,0.494,0,217307,4,8
['chamber orchestra'],7o6yFmIUllnOiCmrRABZUr,Tiger Dancing,0.957,0.724,0.51,-16.936,0.286,0.0429,0.74,132.053,0.0705,1,903733,4,7
"['adult standards', 'brill building pop', 'christmas', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",1sPcbfUBBu4Wqyve14xSMa,Solitary Man - Single Version,0.244,7.28e-06,0.78,-5.771,0.628,0.348,0.566,78.756,0.0308,1,153267,4,7
"['axe', 'mpb', 'pagode', 'sertanejo']",5wThCCOame0gb59PSbxiAo,Amar é... - Ao Vivo,0.358,0.0,0.77,-10.779,0.637,0.668,0.668,115.979,0.0381,1,219760,4,5
"['canadian pop', 'chamber pop', 'folk-pop', 'melancholia', 'piano rock', 'singer-songwriter']",7xsgzodAbaqSRqofLcxvVv,Greek Song,0.565,0.0,0.506,-7.857,0.475,0.117,0.498,79.019,0.0257,1,236400,4,2
"['bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz drums', 'jazz funk', 'jazz fusion', 'soul jazz']",60HyLH6b6ClXi7jnT4XTZq,Free For All - 2004 Remaster/Rudy Van Gelder Edition,0.258,0.0,0.396,-8.993,0.806,0.112,0.334,127.759,0.132,1,669267,1,1
"['german soundtrack', 'soundtrack']",39JooMahrNuVUkYvhRjjpx,Beauty Awakens The Soul To Act,0.826,0.89,0.0293,-23.587,0.105,0.119,0.0842,67.272,0.0451,1,358413,4,5
"['australian country', 'contemporary country', 'country', 'country road', 'modern country rock']",4m21Y1hcRYAmuYYUuohbWM,Same Heart,0.00315,1.37e-05,0.186,-7.323,0.731,0.419,0.522,93.872,0.0479,1,216262,4,0
"['jangle pop', 'power pop', 'pub rock', 'roots rock']",5DnncWCrHowVnAvfv8IsJp,Red Wine,0.271,9.68e-06,0.654,-7.836,0.634,0.0952,0.539,116.035,0.0294,0,265240,4,9
"['blues', 'blues-rock', 'chicago blues', 'electric blues', 'modern blues', 'traditional blues']",0eRMZFXxljO90XAD0c6uDJ,I Can't Quit You Baby (alt),0.419,0.72,0.618,-9.933,0.581,0.113,0.407,114.19,0.0411,1,364867,3,9
"['brostep', 'canadian electronic', 'chillstep', 'complextro', 'edm', 'electro house', 'electronic trap', 'filthstep', 'pop edm']",6D1kEYqdY4D3okAOfeKouI,Limitless (feat. Delaney Jane),0.0773,1.09e-05,0.132,-4.333,0.724,0.155,0.511,80.01,0.0495,0,244611,4,0
"['desi pop', 'filmi', 'modern bollywood', 'sufi']",5doN1AbRIHIgpGMtRAjqRn,"Mera Dil Bhi Kitna Pagal Hai (From ""Saajan"")",0.725,0.0,0.759,-10.146,0.498,0.0852,0.474,100.93,0.0302,1,324893,4,8
"['dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae']",7i5YXL4ktajxcoWX0tZeL6,Guantanamera,0.486,0.0,0.974,-14.806,0.576,0.0879,0.643,204.61,0.293,1,271120,4,5
"['dance pop', 'pop', 'r&b']",2PEtWLQmzJuGzQFkkZIdP3,Soldier (feat. Kelly Rowland & Michelle Williams) - Homecoming Live,0.013,0.0,0.47,-8.333,0.82,0.846,0.493,155.232,0.531,1,131185,4,8
"['bachata', 'latin', 'latin hip hop', 'latin pop', 'tropical']",6Jom7fd32fqcuqVJxqo9F9,Amor de madre,0.63,1.71e-05,0.932,-9.174,0.492,0.0794,0.855,131.049,0.0451,0,350110,4,10
"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']",0YmdHLsT9Xn9sO7f6bKdHh,England (Live),0.0338,0.852,0.418,-7.03,0.789,0.5,0.405,125.339,0.0344,1,326733,4,3
"['classic malaysian pop', 'malaysian indie', 'malaysian pop', 'rock kapak']",0Tb1yMqc8XhBHH5pptjGGr,Sekiranya,0.385,0.306,0.682,-8.257,0.754,0.215,0.506,149.899,0.0296,0,295213,4,0
"['swedish eurodance', 'swedish hip hop']",1XxIi45qIaSzWir9DiJyHp,Sista Tangon feat. Massayah,0.252,0.0,0.805,-4.097,0.729,0.141,0.723,104.169,0.273,0,200000,4,7
"['dub', 'lovers rock', 'reggae', 'reggae fusion', 'roots reggae']",00Jh9GNMTpcn9X9jl6HYg9,Sister Debbie,0.194,0.000156,0.709,-4.88,0.565,0.16,0.769,133.216,0.085,0,261893,4,11
"['alternative rock', 'permanent wave', 'pop rock', 'rock']",2oSpQ7QtIKTNFfA08Cy0ku,It's The End Of The World As We Know It (And I Feel Fine),0.026,0.0,0.803,-8.638,0.893,0.0251,0.383,205.544,0.037,1,246933,4,7
"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",6kWYBjEEWMVBTLDze7qj5Y,Olvidame,0.3,0.0,0.409,-6.255,0.658,0.0822,0.555,133.065,0.0345,1,250347,4,6
"['21st century classical', 'american 21st century classical', 'compositional ambient']",5OBJ1Iwq7YDtZbE2lRESNV,I Know,0.98,0.799,0.0379,-27.785,0.0262,0.119,0.318,69.313,0.0356,1,113976,4,9
"['abstract', 'ambient', 'compositional ambient', 'dark jazz', 'drift', 'drone', 'dub techno', 'electronic', 'fourth world', 'intelligent dance music', 'microhouse', 'minimal techno', 'warm drone']",2Pq3F4PEarBWM8Rjltne9c,Novelty Waves,0.243,0.927,0.173,-13.455,0.63,0.148,0.649,123.655,0.0432,1,387333,4,8
"['outlaw country', 'traditional country']",2ToG2NTq4IfKrOnnRBhQY5,"The Shifting, Whispering Sands Part II",0.817,4.68e-06,0.727,-12.753,0.404,0.361,0.549,119.029,0.0514,1,149560,4,9
"['country', 'country rock', 'nashville sound', 'outlaw country', 'texas country', 'traditional country']",1cEdMUefgI8cQQSs2k9O4Z,Time Spent Missing You,0.2,0.0,0.557,-4.628,0.632,0.173,0.626,118.214,0.0278,1,185240,3,9
"['alternative rock', 'east coast hip hop', 'hip hop', 'old school hip hop', 'rap', 'rock']",7iYpVuJpfxdEaxqo2j66xc,Eugene's Lament - Remastered 2009,0.0103,0.406,0.544,-13.773,0.349,0.484,0.577,142.614,0.0315,1,132293,4,4
"['celtic', 'healing', 'new age', 'string folk']",5xvxKqsd0CkWVmtxPTS6KU,Little Dirt Road,0.361,0.0209,0.305,-9.842,0.553,0.224,0.473,168.944,0.0316,1,196533,4,2
"['alternative metal', 'groove metal', 'melodic death metal', 'metal', 'progressive metal', 'rock', 'swedish metal']",6CtGD9xT0YqABURcwICO9l,Face of Melinda,0.0284,0.286,0.135,-9.541,0.373,0.0683,0.318,79.853,0.0259,0,478907,4,9
"['axe', 'brazilian reggae', 'forro', 'mpb', 'pagode', 'sertanejo', 'sertanejo universitario']",2NEz8499uH3NfZxbpU41X3,Solução (Essa É Pra Vocês),0.505,0.0,0.781,-7.816,0.559,0.393,0.641,80.011,0.0475,1,227027,4,2
"['chamber pop', 'folk-pop', 'pop', 'rawstyle', 'uk alternative pop']",756T8YrGGpDeVNQ5nCEnVp,Dog Days Are Over - Live At Effenaar,0.387,0.00209,0.196,-15.1,0.461,0.693,0.415,150.144,0.102,1,309453,4,0
"['melodic hardcore', 'pop punk', 'punk', 'ska punk', 'skate punk']",4h489iE6mz4KI78EYuTZ3a,Hope,0.00784,1.18e-05,0.358,-6.368,0.974,0.739,0.421,123.677,0.115,1,115133,4,2
"['funk rock', 'trip hop']",06G66bOC0jM4Zos3DhrzSt,Lies and Alibis,0.606,0.929,0.651,-12.99,0.477,0.152,0.595,150.998,0.0713,0,196255,4,11
"['classic soundtrack', 'italian soundtrack', 'soundtrack', 'vintage italian soundtrack']",2qr5owx53He7UJ1Ww2tBIh,"La califfa (From ""La califfa"")",0.945,0.906,0.0904,-14.753,0.201,0.123,0.172,56.311,0.037,1,157827,4,2
"['german indie', 'german pop', 'german rock']",6krmhkOzixpxkCurMPLNUa,Schweigen ist Silber,0.806,0.00326,0.311,-12.56,0.177,0.105,0.688,119.998,0.0383,1,238987,4,7
"['alternative metal', 'death metal', 'djent', 'groove metal', 'metal', 'nu metal', 'progressive metal', 'swedish metal']",5utkC6zVOcwxZ9gT5ipxQF,Nebulous,3.07e-05,0.251,0.122,-5.074,0.935,0.188,0.313,130.807,0.101,0,393280,3,7
"['alternative dance', 'dance-punk', 'electronic rock', 'indietronica', 'new rave', 'reading indie']",35I7HIXAjsidAF7P1fyb6l,Wondering,0.00166,0.0,0.73,-3.968,0.896,0.254,0.596,99.974,0.102,0,145400,4,4
"['samba', 'velha guarda']",3eQsSOaUJG1lvD7QgOLcdx,Mulatinho Bamba,0.995,0.607,0.935,-12.038,0.446,0.122,0.792,142.14,0.16,1,188603,4,0
"['country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'rockabilly', 'traditional country', 'traditional folk', 'western swing']",49Kkzknw9HnTMr900BKsHC,"Ain't It Amazing, Gracie",0.439,0.0,0.962,-6.547,0.735,0.282,0.682,145.16,0.0351,1,129964,4,8
"['album rock', 'art rock', 'blues-rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock', 'soft rock', 'southern rock']",6Zgn4NnioJ7xXU5v0bOUq5,Born to Be Wild - Live 1974,0.042,0.203,0.293,-6.532,0.926,0.978,0.155,171.448,0.0668,1,388067,4,9
